completed | 00001_amaru | 余る | general | godan verb
completed | 03420_daibubun | 大部分 | general | noun, adverb
completed | 03422_dairi | 代理 | general | noun, suru-verb
completed | 03424_dan | 段 | general | noun, counter
completed | 03426_dantai | 団体 | general | noun
completed | 03427_chii | 地位 | general | noun
completed | 03428_chie | 知恵 | general | noun
completed | 03429_chika | 地下 | general | noun
completed | 03431_tabi | 度 | general | noun, counter
completed | 03432_chigai | 違い | general | noun
completed | 03434_chuu | 注 | general | noun
completed | 03437_tsutome | 勤め | general | noun
completed | 03438_tsutome | 務め | general | noun
completed | 03439_tsuri | 釣り | general | noun
completed | 03441_tekido | 適度 | general | na-adjective, noun
completed | 03442_tekiyou | 適用 | general | noun, suru-verb
completed | 03444_tenkou | 転校 | general | noun, suru-verb
completed | 03445_deai | 出会い | general | noun
completed | 03446_dekigoto | 出来事 | general | noun
completed | 03448_dengon | 伝言 | general | noun, suru-verb
completed | 03449_denshi | 電子 | general | noun
completed | 03450_toi | 問い | general | noun
completed | 03451_touan | 答案 | general | noun
completed | 03452_tousan | 倒産 | general | noun, suru-verb
completed | 03455_tokui | 得意 | general | na-adjective, noun
completed | 03456_tokuchou | 特徴 | general | noun
completed | 03457_tozan | 登山 | general | noun, suru-verb
completed | 03462_totan | 途端 | general | noun
completed | 03463_chiku | 地区 | general | noun
completed | 03465_chikoku | 遅刻 | general | noun, suru-verb
completed | 03468_tomoni | 共に | general | adverb
completed | 03470_tondemonai | とんでもない | general | i-adjective, expression
completed | 03471_chinou | 知能 | general | noun
completed | 03472_doushi | 動詞 | general | noun
completed | 03474_doushi | 同士 | general | noun, suffix
completed | 03475_chuuou | 中央 | general | noun, no-adjective
completed | 03478_doutoku | 道徳 | general | noun
completed | 03479_chuuko | 中古 | general | noun, no-adjective
completed | 03481_chuushi | 中止 | general | noun, suru-verb
completed | 03482_douyou | 動揺 | general | noun, suru-verb
completed | 03483_chuumoku | 注目 | general | noun, suru-verb
completed | 03486_dokushin | 独身 | general | noun, no-adjective
completed | 03487_chouki | 長期 | general | noun, no-adjective
completed | 03488_dokuritsu | 独立 | general | noun, suru-verb
completed | 03489_chousa | 調査 | general | noun, suru-verb
completed | 03491_choushi | 調子 | general | noun
completed | 03493_choujou | 頂上 | general | noun
completed | 03495_chousen | 挑戦 | general | noun, suru-verb
completed | 03496_na | 名 | general | noun
completed | 03497_chokin | 貯金 | general | noun, suru-verb
completed | 03499_chokusetsu | 直接 | general | adverb, no-adjective, noun
completed | 03501_chosha | 著者 | general | noun
completed | 03503_chiryou | 治療 | general | noun, suru-verb
completed | 03508_tsuuka | 通貨 | general | noun
completed | 03509_nama | 生 | general | noun, prefix
completed | 03510_tsuugaku | 通学 | general | noun, suru-verb
completed | 03512_tsuukin | 通勤 | general | noun, suru-verb
completed | 03513_nigate | 苦手 | general | noun, na-adjective
completed | 03514_tsuushin | 通信 | general | noun, suru-verb
completed | 03516_tsuuyaku | 通訳 | general | noun, suru-verb
completed | 03518_tsukare | 疲れ | general | noun
completed | 03520_tsukiai | 付き合い | general | noun
completed | 03521_nyuujou | 入場 | general | noun, suru-verb
completed | 03522_tsugitsugi | 次々 | general | adverb, no-adjective
completed | 03524_tsutsumi | 包み | general | noun
completed | 03526_tsuzuki | 続き | general | noun
completed | 03527_ne | 値 | general | noun
completed | 03528_tsubasa | 翼 | general | noun
completed | 03531_nettai | 熱帯 | general | noun
completed | 03532_tsumi | 罪 | general | noun
completed | 03533_nendai | 年代 | general | noun
completed | 03535_no | 野 | general | noun
completed | 03536_teian | 提案 | general | noun, suru-verb
completed | 03537_nou | 脳 | general | noun
completed | 03538_teiki | 定期 | general | noun, no-adjective
completed | 03539_nouka | 農家 | general | noun
completed | 03540_teikou | 抵抗 | general | noun, suru-verb
completed | 03541_nouryoku | 能力 | general | noun
completed | 03542_teishutsu | 提出 | general | noun, suru-verb
completed | 03544_teiden | 停電 | general | noun, suru-verb
completed | 03547_haiyuu | 俳優 | general | noun
completed | 03548_tetsugaku | 哲学 | general | noun
completed | 03551_hakase | 博士 | general | noun
completed | 03554_tema | 手間 | general | noun
completed | 03555_hasan | 破産 | general | noun, suru-verb
completed | 03556_tenkei | 典型 | general | noun
completed | 03557_hataraki | 働き | general | noun
completed | 03559_hattatsu | 発達 | general | noun, suru-verb
completed | 03560_tennen | 天然 | general | noun, no-adjective
completed | 03561_hatten | 発展 | general | noun, suru-verb
completed | 03562_happyou | 発表 | general | noun, suru-verb
completed | 03565_haba | 幅 | general | noun
completed | 03567_hani | 範囲 | general | noun
completed | 03568_hankou | 反抗 | general | noun, suru-verb
completed | 03569_hanzai | 犯罪 | general | noun
completed | 03570_hansei | 反省 | general | noun, suru-verb
completed | 03571_handan | 判断 | general | noun, suru-verb
completed | 03572_hannin | 犯人 | general | noun
completed | 03574_baka | 馬鹿 | general | noun, na-adjective
completed | 03577_higeki | 悲劇 | general | noun
completed | 03578_hikou | 飛行 | general | noun, suru-verb
completed | 03580_hihan | 批判 | general | noun, suru-verb
completed | 03581_hihyou | 批評 | general | noun, suru-verb
completed | 03582_hyou | 票 | general | noun
completed | 03583_hyouka | 評価 | general | noun, suru-verb
completed | 03584_hyougen | 表現 | general | noun, suru-verb
completed | 03585_hyoujou | 表情 | general | noun
completed | 03586_hyouban | 評判 | general | noun
completed | 03587_hyoumen | 表面 | general | noun
completed | 03588_hiyou | 費用 | general | noun
completed | 03589_bimyou | 微妙 | general | na-adjective
completed | 03590_byoudou | 平等 | general | noun, na-adjective
completed | 03594_fukusou | 服装 | general | noun
completed | 03595_fukou | 不幸 | general | noun, na-adjective
completed | 03596_fujiyuu | 不自由 | general | noun, na-adjective, suru-verb
completed | 03597_fujin | 夫人 | general | noun, suffix
completed | 03600_futatabi | 再び | general | adverb
completed | 03603_furi | 不利 | general | noun, na-adjective
completed | 03604_funiki | 雰囲気 | general | noun
completed | 03605_buki | 武器 | general | noun
completed | 03606_butai | 舞台 | general | noun
completed | 03607_bukka | 物価 | general | noun
completed | 03608_busshitsu | 物質 | general | noun
completed | 03609_butsuri | 物理 | general | noun
completed | 03610_bunseki | 分析 | general | noun, suru-verb
completed | 03611_bunmei | 文明 | general | noun
completed | 03612_bunya | 分野 | general | noun
completed | 03613_hei | 塀 | general | noun
completed | 03614_heikin | 平均 | general | noun, suru-verb
completed | 03615_henka | 変化 | general | noun, suru-verb
completed | 03616_henkou | 変更 | general | noun, suru-verb
completed | 03617_houkou | 方向 | general | noun
completed | 03618_houkoku | 報告 | general | noun, suru-verb
completed | 03620_houfu | 豊富 | general | na-adjective, noun
completed | 03621_houhou | 方法 | general | noun
completed | 03625_hogo | 保護 | general | noun, suru-verb
completed | 03626_hozon | 保存 | general | noun, suru-verb
completed | 03628_honmono | 本物 | general | noun
completed | 03632_moji | 文字 | general | noun
completed | 03633_monooto | 物音 | general | noun
completed | 03635_moyou | 模様 | general | noun
completed | 03636_monku | 文句 | general | noun
completed | 03638_yakuwari | 役割 | general | noun
completed | 03640_yakkai | 厄介 | general | な-adjective
completed | 03642_yaya | やや | general | adverb
completed | 03644_yuukou | 友好 | general | noun
completed | 03646_yuushuu | 優秀 | general | な-adjective
completed | 03647_yuushou | 優勝 | general | noun
completed | 03650_yuunou | 有能 | general | な-adjective
completed | 03651_yuuri | 有利 | general | な-adjective
completed | 03652_yuka | 床 | general | noun
completed | 03653_yukai | 愉快 | general | な-adjective
completed | 03656_youki | 容器 | general | noun
completed | 03657_youki | 陽気 | general | な-adjective
completed | 03659_youjin | 用心 | general | noun
completed | 03661_youso | 要素 | general | noun
completed | 03662_yoki | 予期 | general | noun
completed | 03663_yosan | 予算 | general | noun
completed | 03664_yosou | 予想 | general | noun
completed | 03665_yosoku | 予測 | general | noun
completed | 03666_yononaka | 世の中 | general | noun
completed | 03667_yobun | 余分 | general | な-adjective
completed | 03668_yohou | 予報 | general | noun
completed | 03669_yobou | 予防 | general | noun
completed | 03671_yoyuu | 余裕 | general | noun
completed | 03672_yorokobi | 喜び | general | noun
completed | 03673_rieki | 利益 | general | noun
completed | 03678_ryuukou | 流行 | general | noun
completed | 03679_shikyuu | 至急 | general | noun / adverb / na-adjective
completed | 03680_ryougae | 両替 | general | noun
completed | 03681_shikirini | しきりに | general | adverb
completed | 03684_shiri | 尻 | general | noun
completed | 03685_shinkou | 信仰 | general | noun / suru-verb
completed | 03686_shinkou | 進行 | general | noun / suru-verb
completed | 03687_shinkoku | 申告 | general | noun / suru-verb
completed | 03688_sousa | 捜査 | general | noun / suru-verb
completed | 03689_soujuu | 操縦 | general | noun / suru-verb
completed | 03690_souzoku | 相続 | general | noun / suru-verb
completed | 03691_zou | 像 | general | noun / suffix
completed | 03692_hadaka | 裸 | general | noun / na-adjective
completed | 03693_hakkou | 発行 | general | noun / suru-verb
completed | 03695_hassha | 発射 | general | noun / suru-verb
completed | 03696_hane | 羽根 | general | noun
completed | 03697_han | 班 | general | noun / suffix
completed | 03698_han | 版 | general | noun / suffix
completed | 03699_ba | 場 | general | noun / suffix
completed | 03700_bakudai | 莫大 | general | na-adjective
completed | 03701_battari | ばったり | general | adverb
completed | 03702_bamen | 場面 | general | noun
completed | 03704_hikkoshi | 引越し | general | noun
completed | 03705_hisshi | 必死 | general | na-adjective / noun
completed | 03707_hitei | 否定 | general | noun / suru-verb
completed | 03708_hitokoto | 一言 | general | noun
completed | 03709_hitogomi | 人込み | general | noun
completed | 03710_hitoshii | 等しい | general | i-adjective
completed | 03712_hin | 品 | general | noun / suffix
completed | 03713_fushi | 節 | general | noun
completed | 03714_furi | 振り | general | noun / suffix
completed | 03715_bubun | 部分 | general | noun
completed | 03716_bun | 文 | general | noun / suffix
completed | 03719_hoshou | 保障 | general | noun / suru-verb
completed | 03720_hoshou | 補償 | general | noun / suru-verb
completed | 03723_hodou | 歩道 | general | noun
completed | 03725_hori | 堀 | general | noun
completed | 03727_bonyari | ぼんやり | general | adverb / na-adjective / suru-verb
completed | 03730_tabi | 足袋 | general | noun
completed | 03732_masaka | まさか | general | adverb
completed | 03734_makka | 真っ赤 | general | na-adjective / noun
completed | 03735_matsuri | 祭り | general | noun
completed | 03736_mane | 真似 | general | noun / suru-verb
completed | 03737_mabushii | まぶしい | general | i-adjective
completed | 03739_marude | まるで | general | adverb
completed | 03740_manichi | 万一 | general | adverb / noun
completed | 03744_migoto | 見事 | general | na-adjective / adverb
completed | 03745_mimai | 見舞い | general | noun
completed | 03747_miyako | 都 | general | noun
completed | 03749_miryoku | 魅力 | general | noun
completed | 03751_mushiatsui | 蒸し暑い | general | i-adjective
completed | 03752_muchuu | 夢中 | general | noun / na-adjective
completed | 03753_meijin | 名人 | general | noun
completed | 03755_sekitan | 石炭 | general | noun
completed | 03756_zetsumetsu | 絶滅 | general | noun / suru-verb
completed | 03757_zen | 禅 | general | noun
completed | 03758_zenshin | 前進 | general | noun / suru-verb
completed | 03763_seimei | 声明 | general | noun / suru-verb
completed | 03765_maemotte | 前もって | general | adverb
completed | 03767_zei | 税 | general | noun / suffix
completed | 03768_shou | 章 | general | noun / counter
completed | 03769_kankou | 慣行 | general | noun
completed | 03770_koufuku | 降伏 | general | noun / suru-verb
completed | 03771_taisen | 大戦 | general | noun
completed | 03774_senkou | 選考 | general | noun / suru-verb
completed | 03775_seikou | 精巧 | general | na-adjective
completed | 03776_seiki | 正規 | general | noun / no-adjective
completed | 03777_mitsu | 密 | general | na-adjective / noun
completed | 03778_kouhai | 荒廃 | general | noun / suru-verb
completed | 03779_nashi | 無し | general | noun / suffix
completed | 03780_reigi | 礼儀 | general | noun
completed | 03781_reisei | 冷静 | general | na-adjective, noun
completed | 03782_rensou | 連想 | general | noun, suru-verb
completed | 03783_renzoku | 連続 | general | noun, suru-verb, no-adjective
completed | 03785_roudou | 労働 | general | noun, suru-verb
completed | 03786_ronsou | 論争 | general | noun, suru-verb
completed | 03787_ronbun | 論文 | general | noun
completed | 03790_waki | 脇 | general | noun
completed | 03792_wazuka | 僅か | general | na-adjective, adverb
completed | 03796_wan | 湾 | general | noun
completed | 03797_ryoukin | 料金 | general | noun
completed | 03798_reigai | 例外 | general | noun
completed | 03799_ryou | 量 | general | noun
completed | 03800_ryou | 寮 | general | noun
completed | 03801_rikou | 利口 | general | na-adjective, noun
completed | 03802_ritsu | 率 | general | noun, suffix
completed | 03803_yuubin | 郵便 | general | noun
completed | 03804_meue | 目上 | general | noun, no-adjective
completed | 03806_mettani | 滅多に | general | adverb
completed | 03807_men | 綿 | general | noun
completed | 03808_menkyo | 免許 | general | noun
completed | 03809_mendou | 面倒 | general | na-adjective, noun
completed | 03812_kaifuku | 回復 | general | noun, suru-verb
completed | 03813_kanarazushimo | 必ずしも | general | adverb
completed | 03815_kekkyoku | 結局 | general | adverb, noun
completed | 03816_goku | 極 | general | adverb
completed | 03820_jitsuni | 実に | general | adverb
completed | 03821_joutou | 上等 | general | na-adjective, noun
completed | 03823_senshu | 選手 | general | noun
completed | 03826_itsudemo | いつでも | general | adverb
completed | 03827_sutoresu | ストレス | general | noun
completed | 03828_messeeji | メッセージ | general | noun
completed | 03829_ankeeto | アンケート | general | noun
completed | 03833_intabyuu | インタビュー | general | noun, verb (suru)
completed | 03834_enerugii | エネルギー | general | noun
completed | 03835_enjin | エンジン | general | noun
completed | 03837_kyanpu | キャンプ | general | noun, verb (suru)
completed | 03838_kurashikku | クラシック | general | noun, na-adjective
completed | 03839_kurisumasu | クリスマス | general | noun
completed | 03840_guruupu | グループ | general | noun
completed | 03841_keesu | ケース | general | noun
completed | 03843_kontesuto | コンテスト | general | noun
completed | 03844_koochi | コーチ | general | noun
completed | 03845_gooru | ゴール | general | noun
completed | 03846_sain | サイン | general | noun, verb (suru)
completed | 03847_shokku | ショック | general | noun, na-adjective
completed | 03849_sukii | スキー | general | noun, verb (suru)
completed | 03850_sukejuuru | スケジュール | general | noun
completed | 03851_sutairu | スタイル | general | noun
completed | 03852_supiichi | スピーチ | general | noun, verb (suru)
completed | 03853_setto | セット | general | noun, verb (suru)
completed | 03855_taitoru | タイトル | general | noun
completed | 03856_dansu | ダンス | general | noun, verb (suru)
completed | 03857_chansu | チャンス | general | noun
completed | 03858_chiimu | チーム | general | noun
completed | 03859_tento | テント | general | noun
completed | 03861_deeto | デート | general | noun, verb (suru)
completed | 03862_toppu | トップ | general | noun
completed | 03864_toranpu | トランプ | general | noun
completed | 03865_tonneru | トンネル | general | noun
completed | 03866_doraibu | ドライブ | general | noun, verb (suru)
completed | 03867_dorama | ドラマ | general | noun
completed | 03868_nokku | ノック | general | noun, verb (suru)
completed | 03869_haikingu | ハイキング | general | noun, verb (suru)
completed | 03870_baransu | バランス | general | noun
completed | 03871_puro | プロ | general | noun, na-adjective
completed | 03872_masukomi | マスコミ | general | noun
completed | 03878_moto | 元 | general | noun
completed | 03880_kama | 釜 | general | noun
completed | 03883_kuzu | 屑 | general | noun
completed | 03884_keta | 桁 | general | noun
completed | 03885_kon | 紺 | general | noun
completed | 03887_sabi | 錆 | general | noun
completed | 03889_sugi | 杉 | general | noun
completed | 03893_tsuya | 艶 | general | noun
completed | 03897_bon | 盆 | general | noun
completed | 03901_ran | 欄 | general | noun
completed | 03902_kawara | 瓦 | general | noun
completed | 03905_katamari | 塊 | general | noun
completed | 03906_kanmuri | 冠 | general | noun
completed | 03907_hakari | 秤 | general | noun
completed | 03909_fumoto | 麓 | general | noun
completed | 03911_misaki | 岬 | general | noun
completed | 03913_kudaru | 下る | general | godan verb
completed | 03914_taru | 足る | general | godan verb
completed | 03915_nasu | 為す | general | godan verb
completed | 03916_ukabu | 浮かぶ | general | godan verb
completed | 03918_kizamu | 刻む | general | godan verb
completed | 03919_kuzusu | 崩す | general | godan verb
completed | 03920_kudaku | 砕く | general | godan verb
completed | 03921_kubaru | 配る | general | godan verb
completed | 03923_saguru | 探る | general | godan verb
completed | 03925_shibaru | 縛る | general | godan verb
completed | 03926_shiboru | 絞る | general | godan verb
completed | 03927_suzumu | 涼む | general | godan verb
completed | 03928_semaru | 迫る | general | godan verb
completed | 03929_zurui | 狡い | general | i-adjective
completed | 03932_matsuru | 祭る | general | verb (godan)
completed | 03933_sasayaku | 囁く | general | verb (godan)
completed | 03934_tagayasu | 耕す | general | verb (godan)
completed | 03935_totonou | 整う | general | verb (godan)
completed | 03936_okotaru | 怠る | general | verb (godan)
completed | 03937_nejiru | 捻る | general | verb (godan)
completed | 03938_tsurusu | 吊るす | general | verb (godan)
completed | 03940_yabuku | 破く | general | verb (godan)
completed | 03941_kemui | 煙い | general | i-adjective
completed | 03943_nobori | 上り | general | noun
completed | 03944_deeta | データ | general | noun
completed | 03945_gun | 郡 | general | noun
completed | 03946_keiki | 計器 | general | noun
completed | 03947_jettoki | ジェット機 | general | noun
completed | 03948_gai | 外〜 | general | prefix
completed | 03949_kuu | 空〜 | general | prefix
completed | 03950_gen | 現〜 | general | prefix
completed | 03951_kou | 高〜 | general | prefix
completed | 03953_sai | 再〜 | general | prefix
completed | 03954_sai | 最〜 | general | prefix
completed | 03955_sho | 初〜 | general | prefix
completed | 03956_sho | 諸〜 | general | prefix
completed | 03957_zen | 前〜 | general | prefix
completed | 03958_sou | 総〜 | general | prefix
completed | 03959_tan | 短〜 | general | prefix
completed | 03961_tei | 低〜 | general | prefix
completed | 03962_dou | 同〜 | general | prefix
completed | 03963_naga | 長〜 | general | prefix
completed | 03964_han | 反〜 | general | prefix
completed | 03965_fuku | 副〜 | general | prefix
completed | 03966_furu | 古〜 | general | prefix
completed | 03967_bou | 防〜 | general | prefix
completed | 03969_mei | 名〜 | general | prefix
completed | 03970_yoku | 翌〜 | general | prefix
completed | 03971_waga | 我が〜 | general | prefix
completed | 03972_betsubetsu | 別々 | general | na-adjective / adverb
completed | 03973_hirobiro | 広々 | general | adverb / na-adjective
completed | 03974_tenten | 点々 | general | adverb
completed | 03975_tenten | 転々 | general | adverb
completed | 03977_ido | 井戸 | general | noun
completed | 03978_ido | 緯度 | general | noun
completed | 03980_kigu | 器具 | general | noun
completed | 03981_kiso | 基礎 | general | noun
completed | 03982_kichi | 基地 | general | noun
completed | 03983_geka | 外科 | general | noun
completed | 03985_jichi | 自治 | general | noun
completed | 03989_bushi | 武士 | general | noun
completed | 03990_muji | 無地 | general | noun, の-adjective
completed | 03992_yoso | 余所 | general | noun
completed | 03993_yobi | 予備 | general | noun, の-adjective
completed | 03994_rika | 理科 | general | noun
completed | 03995_atena | 宛名 | general | noun
completed | 03996_amado | 雨戸 | general | noun
completed | 03997_ani | 安易 | general | な-adjective, noun
completed | 03999_ikou | 以降 | general | noun, suffix
completed | 04000_iten | 移転 | general | noun, する-verb
completed | 04002_unga | 運河 | general | noun
completed | 04006_ryakusu | 略す | general | verb (godan)
completed | 04007_junjun | 順々 | general | adverb, の-adjective
completed | 04008_chakuchaku | 着々 | general | adverb
completed | 04010_yuuyuu | 悠々 | general | adverb, たる-adjective, の-adjective
completed | 04012_goto | 〜毎 | general | suffix
completed | 04013_zumi | 〜済み | general | suffix
completed | 04017_ron | 〜論 | general | suffix
completed | 04018_eiwa | 英和 | general | noun, の-adjective
completed | 04019_kanwa | 漢和 | general | noun, の-adjective
completed | 04020_kazan | 火山 | general | noun
completed | 04021_kawase | 為替 | general | noun
completed | 04022_keigo | 敬語 | general | noun
completed | 04024_gou | 〜号 | general | suffix, counter
completed | 04026_hatsu | 〜発 | general | suffix, counter
completed | 04027_kouchi | 耕地 | general | noun
completed | 04028_kotai | 個体 | general | noun
completed | 04030_gouri | 合理 | general | noun
completed | 04031_sanchi | 産地 | general | noun
completed | 04034_shinro | 針路 | general | noun
completed | 04035_jiban | 地盤 | general | noun
completed | 04036_zukei | 図形 | general | noun
completed | 04037_seibi | 整備 | general | noun, suru-verb
completed | 04038_serifu | 台詞 | general | noun
completed | 04041_senro | 線路 | general | noun
completed | 04043_soui | 相違 | general | noun, suru-verb
completed | 04046_soshitsu | 素質 | general | noun
completed | 04049_taiko | 太鼓 | general | noun
completed | 04050_tanki | 短期 | general | noun
completed | 04052_daen | 楕円 | general | noun
completed | 04053_datou | 妥当 | general | na-adjective, noun
completed | 04054_danchi | 団地 | general | noun
completed | 04055_chishitsu | 地質 | general | noun
completed | 04056_chijin | 知人 | general | noun
completed | 04057_chitai | 地帯 | general | noun
completed | 04058_chiten | 地点 | general | noun
completed | 04059_chimei | 地名 | general | noun
completed | 04060_tsuika | 追加 | general | noun, suru-verb
completed | 04061_tsuuchi | 通知 | general | noun, suru-verb
completed | 04064_tsuyoki | 強気 | general | noun, na-adjective
completed | 04065_teika | 低下 | general | noun, suru-verb
completed | 04066_teika | 定価 | general | noun
completed | 04068_tegoro | 手頃 | general | na-adjective
completed | 04069_denki | 伝記 | general | noun
completed | 04071_touyu | 灯油 | general | noun
completed | 04072_toshin | 都心 | general | noun
completed | 04073_todana | 戸棚 | general | noun
completed | 04074_dousa | 動作 | general | noun, suru-verb
completed | 04076_naika | 内科 | general | noun
completed | 04079_yanushi | 家主 | general | noun
completed | 04081_yukata | 浴衣 | general | noun
completed | 04082_yukue | 行方 | general | noun
completed | 04083_yuketsu | 輸血 | general | noun, suru-verb
completed | 04084_yusou | 輸送 | general | noun, suru-verb
completed | 04085_yudan | 油断 | general | noun, suru-verb, na-adjective
completed | 04086_yougo | 用語 | general | noun
completed | 04088_youchi | 幼稚 | general | na-adjective, noun
completed | 04089_youto | 用途 | general | noun
completed | 04090_yokei | 余計 | general | na-adjective, adverb, noun
completed | 04092_rinji | 臨時 | general | noun, no-adjective
completed | 04093_renga | 煉瓦 | general | noun
completed | 04094_wafuku | 和服 | general | noun
completed | 04097_arasuji | 粗筋 | general | noun
completed | 04098_ikubun | 幾分 | general | adverb, noun
completed | 04099_ittan | 一旦 | general | adverb
completed | 04100_uketori | 受取 | general | noun
completed | 04101_uraguchi | 裏口 | general | noun
completed | 04103_eibun | 英文 | general | noun
completed | 04104_enkai | 宴会 | general | noun
completed | 04105_engei | 園芸 | general | noun
completed | 04106_engeki | 演劇 | general | noun
completed | 04109_ousetsu | 応接 | general | noun, suru-verb
completed | 04110_outai | 応対 | general | noun, suru-verb
completed | 04115_onkei | 恩恵 | general | noun
completed | 04118_kaikai | 開会 | general | noun, suru-verb
completed | 04119_kaikan | 会館 | general | noun
completed | 04120_kaisatsu | 改札 | general | noun
completed | 04121_kaisan | 解散 | general | noun, suru-verb
completed | 04122_kaitsuu | 開通 | general | noun, suru-verb
completed | 04123_kajou | 過剰 | general | na-adjective, noun
completed | 04124_kantai | 寒帯 | general | noun
completed | 04125_kannen | 観念 | general | noun, suru-verb
completed | 04126_gairon | 概論 | general | noun
completed | 04131_jojoni | 徐々に | general | adverb
completed | 04135_ouyou | 応用 | general | noun
completed | 04137_kakitori | 書取り | general | noun
completed | 04138_kamikuzu | 紙屑 | general | noun
completed | 04139_gakkai | 学会 | general | noun
completed | 04140_kijun | 規準 | general | noun
completed | 04141_keitou | 系統 | general | noun
completed | 04142_kenson | 謙遜 | general | noun
completed | 04143_kouseki | 功績 | general | noun
completed | 04144_kousen | 光線 | general | noun
completed | 04145_kousou | 高層 | general | noun
completed | 04146_koutai | 交替 | general | noun
completed | 04148_koutei | 肯定 | general | noun
completed | 04149_koubutsu | 鉱物 | general | noun
completed | 04150_koumoku | 項目 | general | noun
completed | 04151_kouyou | 紅葉 | general | noun
completed | 04153_kokuritsu | 国立 | general | noun
completed | 04155_kondate | 献立 | general | noun
completed | 04156_gouin | 強引 | general | na-adjective
completed | 04157_saisan | 再三 | general | adverb
completed | 04158_saijitsu | 祭日 | general | noun
completed | 04161_sainan | 災難 | general | noun
completed | 04163_saihou | 裁縫 | general | noun
completed | 04166_shiryou | 資料 | general | noun
completed | 04167_koushiki | 公式 | general | noun, na-adjective
completed | 04169_sakusha | 作者 | general | noun
completed | 04170_sansuu | 算数 | general | noun
completed | 04171_sakujo | 削除 | general | noun
completed | 04173_sassoku | 早速 | general | adverb
completed | 04174_shinkuu | 真空 | general | noun
completed | 04176_shuuji | 習字 | general | noun
completed | 04177_sankaku | 三角 | general | noun
completed | 04178_shodou | 書道 | general | noun
completed | 04179_gekizou | 激増 | general | noun, suru-verb
completed | 04180_gensan | 原産 | general | noun
completed | 04181_kouin | 工員 | general | noun
completed | 04182_kougei | 工芸 | general | noun
completed | 04184_koutou | 高等 | general | noun, prefix
completed | 04185_goudou | 合同 | general | noun, suru-verb
completed | 04186_sakusei | 作成 | general | noun, suru-verb
completed | 04187_sakusei | 作製 | general | noun, suru-verb
completed | 04188_sanrin | 山林 | general | noun
completed | 04189_zaigaku | 在学 | general | noun, suru-verb
pending | 04191_zatsuon | 雑音 | general | noun
pending | 04192_shijuu | 始終 | general | adverb, noun
pending | 04193_shitamachi | 下町 | general | noun
pending | 04195_shitsuren | 失恋 | general | noun, suru-verb
pending | 04196_shasei | 写生 | general | noun, suru-verb
pending | 04198_sharin | 車輪 | general | noun
pending | 04199_shuyaku | 主役 | general | noun
pending | 04200_shouka | 消化 | general | noun, suru-verb
pending | 04201_shouji | 障子 | general | noun
pending | 04202_shoumi | 正味 | general | noun
pending | 04207_shinsei | 申請 | general | noun, suru-verb
pending | 04209_shindan | 診断 | general | noun, suru-verb
pending | 04212_jishuu | 自習 | general | noun, suru-verb
pending | 04213_jikkan | 実感 | general | noun, suru-verb
pending | 04214_jisseki | 実績 | general | noun
pending | 04216_jitsuyou | 実用 | general | noun
pending | 04217_jitsurei | 実例 | general | noun
pending | 04219_jukugo | 熟語 | general | noun
pending | 04222_torinozoku | 取り除く | general | verb (godan)
pending | 04224_torikesu | 取り消す | general | verb (godan)
pending | 04228_uchiawaseru | 打ち合わせる | general | verb (ichidan)
pending | 04229_uchikomu | 打ち込む | general | verb (godan)
pending | 04230_uchiakeru | 打ち明ける | general | verb (ichidan)
pending | 04233_furumau | 振る舞う | general | verb (godan)
pending | 04235_sashikomu | 差し込む | general | verb (godan)
pending | 04236_oshitsukeru | 押し付ける | general | verb (ichidan)
pending | 04241_nigirishimeru | 握りしめる | general | verb (ichidan)
pending | 04242_tsumekomu | 詰め込む | general | verb (godan)
pending | 04244_shikomu | 仕込む | general | verb (godan)
pending | 04245_chijimeru | 縮める | general | verb (ichidan)
pending | 04246_yugamu | 歪む | general | verb (godan)
pending | 04247_hazumu | 弾む | general | verb (godan)
pending | 04250_afureru | 溢れる | general | verb (ichidan)
pending | 04253_someru | 染める | general | verb (ichidan)
pending | 04254_somaru | 染まる | general | verb (godan)
pending | 04260_haku | 掃く | general | verb (godan)
pending | 04261_fuku | 拭く | general | verb (godan)
pending | 04264_kogu | 漕ぐ | general | verb (godan)
pending | 04271_toukei | 統計 | general | noun, suru-verb
pending | 04272_juken | 受験 | general | noun, suru-verb
pending | 04273_toubun | 等分 | general | noun, suru-verb
pending | 04274_jutsugo | 述語 | general | noun
pending | 04275_tokutei | 特定 | general | noun, suru-verb, no-adjective
pending | 04279_naisen | 内線 | general | noun
pending | 04280_jougi | 定規 | general | noun
pending | 04284_jinzou | 人造 | general | noun, prefix
pending | 04289_nittei | 日程 | general | noun
pending | 04290_suisan | 水産 | general | noun
pending | 04292_nouson | 農村 | general | noun
pending | 04293_suitei | 推定 | general | noun, suru-verb
pending | 04295_nouyaku | 農薬 | general | noun
pending | 04301_norikae | 乗換 | general | noun, suru-verb
pending | 04303_haiiro | 灰色 | general | noun, no-adjective
pending | 04304_suihei | 水平 | general | noun, na-adjective
pending | 04305_tokage | 蜥蜴 | general | noun
pending | 04306_haguruma | 歯車 | general | noun
pending | 04307_suimen | 水面 | general | noun
pending | 04310_kujira | 鯨 | general | noun
pending | 04311_sunpou | 寸法 | general | noun
pending | 04312_hatsuden | 発電 | general | noun, suru-verb
pending | 04313_iruka | 海豚 | general | noun
pending | 04314_zuihitsu | 随筆 | general | noun
